model_name,accuracy_history,validation_accuracy,acc_diff_avg,loss_diff_avg,train_time,num_model_params,time_per_param,eval_time,crash
10relu_adam_100ep_v1,"[0.7980833053588867, 0.9344791769981384, 0.9506041407585144, 0.9583333134651184, 0.9626874923706055, 0.9677083492279053, 0.9708541631698608, 0.9731666445732117, 0.9745000004768372, 0.9772708415985107, 0.9787499904632568, 0.9794583320617676, 0.9819999933242798, 0.9811875224113464, 0.9837083220481873, 0.98416668176651, 0.9838333129882812, 0.9857916831970215, 0.9863749742507935, 0.9877499938011169, 0.9878333210945129, 0.9881250262260437, 0.9884791374206543, 0.9884791374206543, 0.9897500276565552, 0.9887708425521851, 0.9899791479110718, 0.9911458492279053, 0.9910208582878113, 0.9911041855812073, 0.9915000200271606, 0.9912083148956299, 0.9913541674613953, 0.992520809173584, 0.9921875, 0.9926249980926514, 0.9941666722297668, 0.9933333396911621, 0.9929583072662354, 0.9934166669845581, 0.9925000071525574, 0.9942916631698608, 0.9942708611488342, 0.9937708377838135, 0.9934166669845581, 0.9946458339691162, 0.9940208196640015, 0.9946249723434448, 0.9942083358764648, 0.9946249723434448, 0.9944791793823242, 0.9941874742507935, 0.9946458339691162, 0.9948333501815796, 0.995437502861023, 0.9948958158493042, 0.9948958158493042, 0.9953333139419556, 0.9948750138282776, 0.9965833425521851, 0.996749997138977, 0.995104193687439, 0.9954166412353516, 0.9956666827201843, 0.9959999918937683, 0.9965624809265137, 0.9952083230018616, 0.9957083463668823, 0.996999979019165, 0.9962499737739563, 0.9959583282470703, 0.9962083101272583, 0.9962291717529297, 0.9958750009536743, 0.9952083230018616, 0.996833324432373, 0.9971874952316284, 0.9977291822433472, 0.9950208067893982, 0.9968125224113464, 0.9972708225250244, 0.9964166879653931, 0.9973541498184204, 0.9954166412353516, 0.9973124861717224, 0.9967708587646484, 0.9966250061988831, 0.9963750243186951, 0.9972291588783264, 0.9974791407585144, 0.9971666932106018, 0.9960833191871643, 0.995437502861023, 0.9974791407585144, 0.9973124861717224, 0.9959999918937683, 0.9963958263397217, 0.997083306312561, 0.9966041445732117, 0.9971041679382324]","[0.9291666746139526, 0.9468333125114441, 0.953249990940094, 0.9570000171661377, 0.9551666378974915, 0.9572499990463257, 0.9592499732971191, 0.9603333473205566, 0.9669166803359985, 0.9675833582878113, 0.9603333473205566, 0.9669166803359985, 0.9682499766349792, 0.9673333168029785, 0.968666672706604, 0.9662500023841858, 0.9651666879653931, 0.968999981880188, 0.9677500128746033, 0.9670000076293945, 0.9645000100135803, 0.9663333296775818, 0.968416690826416, 0.9700833559036255, 0.9671666622161865, 0.9671666622161865, 0.969083309173584, 0.9692500233650208, 0.968500018119812, 0.9682499766349792, 0.9679999947547913, 0.968999981880188, 0.9698333144187927, 0.968916654586792, 0.9702500104904175, 0.9703333377838135, 0.9703333377838135, 0.9698333144187927, 0.9728333353996277, 0.9723333120346069, 0.9677500128746033, 0.9701666831970215, 0.9680833220481873, 0.9643333554267883, 0.9697499871253967, 0.9697499871253967, 0.968583345413208, 0.9676666855812073, 0.9661666750907898, 0.9673333168029785, 0.9714166522026062, 0.9663333296775818, 0.968916654586792, 0.9695833325386047, 0.968583345413208, 0.971750020980835, 0.9677500128746033, 0.972000002861023, 0.9695833325386047, 0.9660833477973938, 0.9670833349227905, 0.9692500233650208, 0.9664166569709778, 0.9692500233650208, 0.9708333611488342, 0.9714166522026062, 0.9670833349227905, 0.9715833067893982, 0.9660000205039978, 0.971750020980835, 0.9695000052452087, 0.9703333377838135, 0.9712499976158142, 0.9713333249092102, 0.9700000286102295, 0.9714166522026062, 0.965583324432373, 0.9692500233650208, 0.9706666469573975, 0.971666693687439, 0.9699166417121887, 0.9691666960716248, 0.9696666598320007, 0.9703333377838135, 0.9704999923706055, 0.9704166650772095, 0.968666672706604, 0.9704999923706055, 0.9708333611488342, 0.9704999923706055, 0.9677500128746033, 0.9714166522026062, 0.9703333377838135, 0.9694166779518127, 0.9700833559036255, 0.9729999899864197, 0.9663333296775818, 0.9676666855812073, 0.9703333377838135, 0.9670833349227905]",0.02404020309448242,0.1492523682396859,113.3119466304779,61162,0.002011621280218729,0.5982315540313721,-
10relu_adam_L1_L2_At_6_100ep_v2,"[0.8161041736602783, 0.9311249852180481, 0.9468125104904175, 0.9552708268165588, 0.9604583382606506, 0.9650833606719971, 0.9682916402816772, 0.971666693687439, 0.9719374775886536, 0.9759791493415833, 0.9770625233650208, 0.9785833358764648, 0.9776250123977661, 0.979687511920929, 0.9827499985694885, 0.9825000166893005, 0.9829375147819519, 0.984041690826416, 0.984499990940094, 0.9857500195503235, 0.9865208268165588, 0.9872708320617676, 0.9877708554267883, 0.9879166483879089, 0.9891666769981384, 0.9881666898727417, 0.9898750185966492, 0.9903541803359985, 0.9893541932106018, 0.9904375076293945, 0.9911458492279053, 0.9908541440963745, 0.9916041493415833, 0.9912708401679993, 0.9915833473205566, 0.9927708506584167, 0.9925833344459534, 0.9923750162124634, 0.9919166564941406, 0.9932291507720947, 0.9939583539962769, 0.9928125143051147, 0.9930208325386047, 0.9936875104904175, 0.9942083358764648, 0.9936041831970215, 0.9941458106040955, 0.9937916398048401, 0.9942708611488342, 0.9942708611488342, 0.9945416450500488, 0.9943749904632568, 0.9933750033378601, 0.995312511920929, 0.9952916502952576, 0.9946874976158142, 0.9955624938011169, 0.9940416812896729, 0.9965000152587891, 0.9946041703224182, 0.9956458210945129, 0.9948958158493042, 0.9959791898727417, 0.9961041808128357, 0.9947291612625122, 0.995520830154419, 0.9956666827201843, 0.9957708120346069, 0.9958750009536743, 0.9955000281333923, 0.9951249957084656, 0.9963750243186951, 0.9957291483879089, 0.9963750243186951, 0.995270848274231, 0.9952916502952576, 0.996708333492279, 0.996666669845581, 0.996874988079071, 0.9961666464805603, 0.9963750243186951, 0.9961458444595337, 0.9960625171661377, 0.9964791536331177, 0.9966874718666077, 0.9957916736602783, 0.9967291951179504, 0.9963750243186951, 0.9971666932106018, 0.9955833554267883, 0.9977291822433472, 0.9958333373069763, 0.9971250295639038, 0.9968958497047424, 0.9968958497047424, 0.9968541860580444, 0.9957916736602783, 0.9972500205039978, 0.9960625171661377, 0.9979583621025085]","[0.9269166588783264, 0.9430000185966492, 0.9522500038146973, 0.9515833258628845, 0.956416666507721, 0.9553333520889282, 0.9614166617393494, 0.9572499990463257, 0.9620000123977661, 0.9633333086967468, 0.9636666774749756, 0.9672499895095825, 0.965833306312561, 0.9629999995231628, 0.9618333578109741, 0.9642500281333923, 0.9651666879653931, 0.9675833582878113, 0.9659166932106018, 0.965416669845581, 0.9648333191871643, 0.9651666879653931, 0.9629166722297668, 0.9649166464805603, 0.9646666646003723, 0.9671666622161865, 0.965666651725769, 0.9680833220481873, 0.9670833349227905, 0.9679166674613953, 0.9646666646003723, 0.9675833582878113, 0.9642500281333923, 0.9677500128746033, 0.9679999947547913, 0.9672499895095825, 0.9667500257492065, 0.9668333530426025, 0.9639166593551636, 0.9671666622161865, 0.9674166440963745, 0.9629999995231628, 0.9643333554267883, 0.96875, 0.9661666750907898, 0.9677500128746033, 0.9649166464805603, 0.9675833582878113, 0.968583345413208, 0.9674999713897705, 0.9679166674613953, 0.9676666855812073, 0.9672499895095825, 0.9672499895095825, 0.9651666879653931, 0.9665833115577698, 0.968833327293396, 0.9675833582878113, 0.9669166803359985, 0.9693333506584167, 0.9674999713897705, 0.9698333144187927, 0.9643333554267883, 0.9677500128746033, 0.9678333401679993, 0.9682499766349792, 0.9670833349227905, 0.9669166803359985, 0.9669166803359985, 0.9672499895095825, 0.9705833196640015, 0.9670000076293945, 0.9692500233650208, 0.9678333401679993, 0.9667500257492065, 0.9695833325386047, 0.9701666831970215, 0.9680833220481873, 0.969083309173584, 0.9676666855812073, 0.9680833220481873, 0.9659166932106018, 0.9669166803359985, 0.9664166569709778, 0.9705833196640015, 0.9644166827201843, 0.9680833220481873, 0.9691666960716248, 0.9679166674613953, 0.9650833606719971, 0.9662500023841858, 0.968416690826416, 0.969083309173584, 0.9694166779518127, 0.9698333144187927, 0.9692500233650208, 0.9701666831970215, 0.9677500128746033, 0.9682499766349792, 0.965833306312561]",0.0251570862531662,0.15164254477247596,123.03478074073792,61162,0.002011621280218729,0.6302666664123535,-
