model_name,num_model_params,train_time,crash,eval_time,validation_accuracy,accuracy_history,loss_history,eval_accuracy,val_loss_history,val_accuracy_history
example_v1,81962,16.38942837715149,-,0.711237907409668,"[0.19975000619888306, 0.33550000190734863, 0.5049166679382324, 0.6638333201408386, 0.7136666774749756, 0.7093333601951599, 0.7365000247955322, 0.7419166564941406, 0.7447500228881836, 0.7460833191871643]","[0.11868750303983688, 0.22050000727176666, 0.43050000071525574, 0.5887291431427002, 0.6803749799728394, 0.7088750004768372, 0.7211874723434448, 0.7292916774749756, 0.7353333234786987, 0.737666666507721]","[2.271019458770752, 1.874803066253662, 1.3107490539550781, 1.0397460460662842, 0.8423352241516113, 0.7663017511367798, 0.7188796401023865, 0.6873646378517151, 0.6693903207778931, 0.6598433256149292]","[0.6592141389846802, 0.7390999794006348]","[1.9963182210922241, 1.5495645999908447, 1.1422548294067383, 0.8983950018882751, 0.7390390038490295, 0.7385354042053223, 0.6825894713401794, 0.6537213921546936, 0.6608710289001465, 0.6401956081390381]","[0.19975000619888306, 0.33550000190734863, 0.5049166679382324, 0.6638333201408386, 0.7136666774749756, 0.7093333601951599, 0.7365000247955322, 0.7419166564941406, 0.7447500228881836, 0.7460833191871643]"
