model_name,num_model_params,train_time,crash,eval_time,validation_accuracy,accuracy_history,loss_history,eval_accuracy,val_loss_history,val_accuracy_history
example_v1,81962,16.24382972717285,-,0.7064633369445801,"[0.203083336353302, 0.39625000953674316, 0.6771666407585144, 0.7508333325386047, 0.7826666831970215, 0.9071666598320007, 0.909416675567627, 0.9179166555404663, 0.9227499961853027, 0.9278333187103271]","[0.13868750631809235, 0.2537708282470703, 0.526687502861023, 0.7112916707992554, 0.7636874914169312, 0.8799791932106018, 0.9093541502952576, 0.9136250019073486, 0.921791672706604, 0.9204999804496765]","[2.1976428031921387, 1.7799937725067139, 1.1777583360671997, 0.8028913736343384, 0.6656376719474792, 0.5083667635917664, 0.4221777319908142, 0.41084426641464233, 0.3742596507072449, 0.3816007077693939]","[0.3662044405937195, 0.9229000210762024]","[1.943629264831543, 1.422149896621704, 0.9450778961181641, 0.7326542139053345, 0.6784899830818176, 0.43844926357269287, 0.42281123995780945, 0.38719692826271057, 0.3582344055175781, 0.34656476974487305]","[0.203083336353302, 0.39625000953674316, 0.6771666407585144, 0.7508333325386047, 0.7826666831970215, 0.9071666598320007, 0.909416675567627, 0.9179166555404663, 0.9227499961853027, 0.9278333187103271]"
